Actual_Class,Fraud_Prediction,Anomaly_Score,Fraud_Risk_Score,Fraud_Risk_Level
0,0,0.24517886514993764,2.953412657419051,Low
0,0,0.22076058047882618,8.662217742169652,Low
0,0,0.17140944087927196,20.200130436646738,Low
0,0,0.2149048993254677,10.03123046330154,Low
0,0,0.2195779191937639,8.938714754496196,Low
0,0,0.24959954114870542,1.9198929831375366,Low
0,0,0.20959518076336608,11.272601375885813,Low
0,0,0.20061626883135253,13.371801167493196,Low
0,0,0.19007320772273067,15.836686874102384,Low
0,0,0.21565994035863334,9.854707740784882,Low
0,0,0.2502731544734588,1.7624074256832216,Low
0,0,0.09398325991854417,38.30176949585359,Medium
0,0,0.20307730152048686,12.796430861237035,Low
0,0,0.2358701231050665,5.129724164724173,Low
0,0,0.19152186057108472,15.498003102571694,Low
0,0,0.2056970769874753,12.18394772786845,Low
0,0,0.18392508137684566,17.274071007255742,Low
0,0,0.2133245921098335,10.400694002186142,Low
0,0,0.20613772198960217,12.080928352732407,Low
0,0,0.1611591071571889,22.59657875646866,Low
0,0,0.20244502621984806,12.94425191008898,Low
0,0,0.20241008255698856,12.952421466751083,Low
0,0,0.17854991230806933,18.530743739371438,Low
0,0,0.1415071257363833,27.191059203051672,Low
0,0,0.19398398490226454,14.922377578893673,Low
0,0,0.16146609111195032,22.524808294886967,Low
0,0,0.236037481075223,5.090597172641338,Low
0,0,0.23684154763560145,4.902612663074329,Low
0,0,0.2329111711430195,5.82150412527362,Low
0,0,0.24876326009350846,2.1154089911000895,Low
0,0,0.19324653266800063,15.094788176993838,Low
0,0,0.20759979651841282,11.73910669667508,Low
0,0,0.2493065206972585,1.9883988862215105,Low
0,0,0.20332994257319953,12.737365347595563,Low
0,0,0.12197176925432618,31.758273645805858,Medium
0,0,0.19211190572794534,15.360055132962529,Low
0,0,0.17359823589692286,19.68840718112154,Low
0,0,0.1924903510858298,15.271577550999247,Low
0,0,0.2467818816335427,2.578639868265263,Low
0,0,0.237058013538598,4.8520046181462675,Low
0,0,0.13848809289575775,27.896885605836736,Low
0,0,0.23399169812893078,5.5688853179141375,Low
0,0,0.20055131136375065,13.386987718323148,Low
0,0,0.23346841702811255,5.691224370363599,Low
0,0,0.19760327131143657,14.07621655922572,Low
0,0,0.1743552262101793,19.511428732076837,Low
0,0,0.154217088951218,24.219568633376916,Low
0,0,0.126646835589159,30.66527948903714,Medium
0,0,0.1966599284220933,14.296762791521779,Low
0,0,0.2059392921693094,12.127319701769046,Low
0,0,0.2430300431793887,3.4557905253536703,Low
0,0,0.21352238159145548,10.354452359351598,Low
0,0,0.20944278889058504,11.30822941077544,Low
0,0,0.23167075367269463,6.111504084614815,Low
0,0,0.14659313620858921,26.001989502378784,Low
0,0,0.19532246952724447,14.609450281343328,Low
0,0,0.1179677684256969,32.69437790528593,Medium
0,0,0.2277519241454991,7.027695956093488,Low
0,0,0.20475695166267444,12.403741718593587,Low
0,0,0.2242977945066117,7.835244607092598,Low
0,0,0.23155347828963457,6.138922157265981,Low
0,0,0.17900675302826052,18.423937931286396,Low
0,0,0.1790620247309166,18.411015836986337,Low
0,0,0.21250089485791857,10.593268014790326,Low
0,0,0.2454090050338122,2.8996077420876603,Low
0,0,0.21765251082371562,9.388860259850098,Low
0,0,0.2394131199399107,4.301399054322658,Low
0,0,0.23473983849026203,5.393975918814213,Low
0,0,0.20442622771005597,12.481062407077111,Low
0,0,0.2290419180054416,6.72610542235509,Low
0,0,0.23641257555640893,5.002902999594468,Low
0,0,0.2352362756788685,5.277912764307338,Low
0,0,0.18790574497166213,16.343422811575763,Low
0,0,0.21545295056750863,9.903100344441526,Low
0,0,0.23251876648576753,5.913245282884503,Low
0,0,0.23443816462745087,5.46450492218807,Low
0,0,0.14402893876056572,26.601478927076144,Low
0,0,0.2146150724253017,10.098989738928402,Low
0,0,0.2061537721533881,12.077175949241898,Low
0,0,0.17687908419971143,18.92137035910376,Low
0,0,0.18060593738424924,18.05006106377151,Low
0,0,0.21833348413226628,9.22965399541365,Low
0,0,0.13331442238867142,29.106449541038998,Low
0,0,0.20288439171434258,12.841531673888205,Low
0,0,0.2118993799045975,10.733897533625253,Low
0,0,0.19286744296483782,15.183416401872911,Low
0,0,0.16014010671470663,22.834813136391674,Low
0,0,0.19635898167040333,14.367121801969361,Low
0,0,0.24048105801828784,4.051723435656008,Low
0,0,0.22415125264772168,7.869504954222954,Low
0,0,0.25517590013250946,0.6161836132980767,Low
0,0,0.2072009237423269,11.832360050174636,Low
0,0,0.24364847523580663,3.311205919358464,Low
0,0,0.14996240462901317,25.21428074439376,Low
0,0,0.13959750317441316,27.63751410922397,Low
0,0,0.15565760353640978,23.882787524492166,Low
0,0,0.1846318676142628,17.108829880766116,Low
0,0,0.2499729862315897,1.8325844265882267,Low
0,0,0.20485076244684403,12.381809486707311,Low
0,0,0.2268701899008077,7.2338385663255735,Low
0,0,0.12449040567460185,31.169436035123137,Medium
0,0,0.20097677334516156,13.28751801537058,Low
0,0,0.21535424312807233,9.926177376253804,Low
0,0,0.20091388859627207,13.302219980682601,Low
0,0,0.19742428678165802,14.118061750542545,Low
0,0,0.23374132033281103,5.6274216997627775,Low
0,0,0.23816602453798658,4.592960262145596,Low
0,0,0.2506610644522417,1.6717170889487605,Low
0,0,0.250121017591001,1.7979758458180228,Low
0,0,0.18852479868586108,16.198692866825233,Low
0,0,0.19308857037239674,15.13171853342503,Low
0,0,0.23386857826079271,5.597669785731071,Low
0,0,0.23707011556512836,4.8491752584462375,Low
0,0,0.2335960340434043,5.661388504510988,Low
0,0,0.21772459390585702,9.372007795748061,Low
0,0,0.20616664494398446,12.074166390896536,Low
0,0,0.1834563805920036,17.383649606234833,Low
0,0,0.2269586655219793,7.213153654063149,Low
0,0,0.23422513485654467,5.514309626152041,Low
0,0,0.19878266212363932,13.800484158023238,Low
0,0,0.23165626906973003,6.11489047215877,Low
0,0,0.242901876545342,3.4857548877974764,Low
0,0,0.16754074573757394,21.104601278630348,Low
0,0,0.18508275165439214,17.003416698161672,Low
0,0,0.2095600039595033,11.280825439101633,Low
0,0,0.23559340352906594,5.194419049880906,Low
0,0,0.2480870933184347,2.273491525384216,Low
0,0,0.20546821113906566,12.237454783614773,Low
0,0,0.20570241818855606,12.182698996587803,Low
0,0,0.21832683602663888,9.231208270815088,Low
0,0,0.24606322326980662,2.7466566055731434,Low
0,0,0.22339599643879093,8.04607798316033,Low
0,0,0.22127761705859667,8.5413386101851,Low
0,0,0.22734237339211966,7.123445737654606,Low
0,0,0.20505613310821513,12.333795422997056,Low
0,0,0.2337182291547853,5.63282023763314,Low
0,0,0.1717963313397567,20.10967845536282,Low
0,0,0.22335294272243167,8.056143607268645,Low
0,0,0.23173175833375964,6.097241669217006,Low
0,0,0.23087925291847067,6.296550806411922,Low
0,0,0.17337149520600664,19.741417391570664,Low
0,0,0.18127828820054392,17.89287067097785,Low
0,0,0.19377570547415757,14.97107168964883,Low
0,0,0.21238738978267696,10.619804618790639,Low
0,0,0.22131424638572306,8.532774958324751,Low
0,0,0.12643898671051457,30.713872940675817,Medium
0,0,0.12788623582527414,30.37551735114438,Medium
0,0,0.20089522070648702,13.306584388156828,Low
0,0,0.22634280600380036,7.357136820621591,Low
0,0,0.24124665338014406,3.8727331931596964,Low
0,0,0.246305770638108,2.6899509168607025,Low
0,0,0.20394844533238066,12.592764211844091,Low
0,0,0.20344133252041557,12.711323244080845,Low
0,0,0.2037095583857928,12.648614122422565,Low
0,0,0.10507976154147725,35.70749370043343,Medium
0,0,0.17084796975876082,20.33139801874298,Low
0,0,0.15013995527521895,25.17277078390667,Low
0,0,0.22088616774515762,8.632856415841069,Low
0,0,0.14916713787640784,25.400207927328836,Low
0,0,0.1682335651821043,20.942625479714863,Low
0,0,0.21062760449770007,11.031228734704513,Low
0,0,0.2289895902842795,6.7383392366736246,Low
0,0,0.1841210818337184,17.228247624496497,Low
0,0,0.22179883311499904,8.419482349062719,Low
0,0,0.20409009512858794,12.559647590929323,Low
0,0,0.23510360721122792,5.308929620440104,Low
0,0,0.20281433008438687,12.857911538187608,Low
0,0,0.22574153641118877,7.497708976030516,Low
0,0,0.22626663490355725,7.374945031568252,Low
0,0,0.20792360275149763,11.663403317227818,Low
0,0,0.22570681634177026,7.505826258284735,Low
0,0,0.10830397790279678,34.95369698597326,Medium
0,0,0.2375897105853612,4.727697982975464,Low
0,0,0.19177274250178705,15.439348857977684,Low
0,0,0.22068080320563105,8.680869048311678,Low
0,0,0.243999182610583,3.229213262161231,Low
0,0,0.1310380125525259,29.638656459854165,Low
0,0,0.24291200899564058,3.4833859997054333,Low
0,0,0.1820489416197082,17.71269789401329,Low
0,0,0.20254086476890498,12.921845602539513,Low
0,0,0.18006598857112405,18.176296897753772,Low
0,0,0.15972303815940259,22.932320521585936,Low
0,0,0.24162902852668255,3.7833368571662973,Low
0,0,0.22665119412913765,7.285038074877789,Low
0,0,0.1958198688327893,14.493162191377486,Low
0,0,0.24291617912599606,3.48241105565436,Low
0,0,0.2340590060344906,5.553149252966122,Low
0,0,0.16117323856929833,22.59327494220031,Low
0,0,0.20064858770446292,13.364245266264625,Low
0,0,0.18227697950726168,17.659384409077084,Low
0,0,0.2508066710180658,1.6376754060645737,Low
0,0,0.1654016126266078,21.604713966533005,Low
0,0,0.06882434984742591,44.183727040181196,Medium
0,0,0.2266371347220364,7.288325054935122,Low
0,0,0.1811754058481923,17.916923764966512,Low
0,0,0.21869998180797912,9.143969688639473,Low
0,0,0.2450171360797071,2.991223656468314,Low
